Frame,X,Y,Z,Yaw,Pitch,Roll
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0
87,-0.2544828177679113,-0.28581908631078995,0.29350123610828244,-40.47892651643572,-86.08308811501743,173.67227602734584
88,-0.34151003461516405,-0.38562611113320955,0.40169187177830185,174.11599860909675,-88.6353981071255,-29.801906972215953
89,-0.24906367459950732,-0.2850107086601666,0.2972774817050383,157.1779063323579,-88.3686774417963,-21.466410447368382
90,-0.24822181642936095,-0.2842990920003237,0.29539365423046426,-109.08092939703276,-88.32247763773893,-71.27670292255836
91,-0.24662721388967299,-0.28413403582522717,0.29633647098747024,-126.56617665978422,-88.21807212656996,-59.25293744183069
92,-0.24707603382690935,-0.28810733441334424,0.2972184222632866,-112.90104163255539,-84.62065613179317,-70.42018555199695
93,-0.24414675634968355,-0.2868050835175732,0.29686145211470044,-110.18447824695328,-85.43850240323383,-73.74214333889833
94,-0.2414555618777847,-0.28622251363566603,0.29581930284859886,-106.99541715015425,-84.6341941511028,-77.32625799628845
95,-0.23764603628598588,-0.2845423693411126,0.29435855337244515,-106.1044861458627,-83.4539461580867,-80.7679737645624
96,-0.23495470559285134,-0.2841597878817688,0.2946223741947758,-104.58461872787728,-84.32795277894654,-80.60164252684675
97,-0.23692751329319472,-0.2891681931312173,0.30131140753225205,-109.29373510540513,-85.51751456156342,-75.30180985910738
98,-0.243337415073532,-0.29857340502999213,0.3106090425402708,-116.12758499849383,-84.15071183094756,-67.48627597316722
99,-0.24201291523526217,-0.2988485777112297,0.3110532778584109,-126.81105684423582,-84.21986182457499,-59.75783240366669
100,-0.24189298364046039,-0.2997644440725014,0.3120726386353369,-126.76613157913323,-84.35201148920765,-59.99123363465302
101,-0.24321555832522665,-0.3022400194870016,0.3146906115233174,-127.26754078661882,-84.51880083826646,-59.213742755980526
102,-0.24283115862850627,-0.30217281086425046,0.31372781306139913,-118.26168278154039,-83.98045280418368,-66.57937024346506
103,-0.24729850479160376,-0.30696914278954407,0.3190945929703264,-108.40848867784949,-84.84966361478494,-74.95991864851248
104,-0.25005879154341487,-0.3114540276895042,0.3248695350796689,-124.95892384353104,-86.55100885632,-62.535341450683035
105,-0.24897068210480675,-0.30847275226467746,0.3208372731904048,-106.75456950735972,-86.74436588174147,-78.1348544471614
106,-0.24916952967235861,-0.3081714489440775,0.3212918609518341,-90.1275341566315,-87.06081980138372,-105.12899965356762
107,-0.25273404044485837,-0.3132867753695265,0.3266064424903266,-70.92213708889025,-87.88626141176778,-148.9601102866426
108,-0.25084886643211995,-0.31060378624935975,0.3239865250894869,-80.7336985510865,-87.70757591211316,-124.59853527203045
109,-0.25138525958131175,-0.31001325132683205,0.3228320726236445,-85.02910796026423,-85.57529999413623,-112.30098063277896
110,-0.25153586429204994,-0.3095529893094138,0.32242121117649675,-83.9072373807581,-84.90470112982271,-118.1710222247671
111,-0.2509792320927462,-0.3097467089610658,0.3219456509788969,-80.6391406992388,-84.21952923975945,-124.18380871993855
112,-0.24786742167211803,-0.3113440299330687,0.3214604524677865,-110.23382211957734,-83.12154385254534,-75.26971146126064
113,-0.24897514073112645,-0.3104868753591021,0.3221737345273092,-112.17975014191681,-85.40142238804957,-73.04043124118238
114,-0.24762203615857625,-0.3096611158597343,0.3192001425376125,-80.91249731901934,-82.13601676646897,-128.85959866698795
115,-0.2478824589240156,-0.3097701779832401,0.31679230136913894,-84.32672448285592,-78.94223426786621,-121.18853491553607
116,-0.24809484480401345,-0.31091910769074377,0.31936053462703345,-113.12107934658175,-80.90985967519799,-73.79975847668582
117,-0.24873458230969958,-0.3105106952660123,0.3192638145561488,-110.8228073175199,-81.63959296475421,-76.16387229672776
118,-0.24935448371077848,-0.30979130117779435,0.31662620646281286,-91.11235690250709,-80.21343433258629,-107.02891630728818
119,-0.24959917714925065,-0.3097511048178692,0.3144071488635995,-88.40439224755283,-78.43631010013272,-112.85834203235635
120,-0.24954094619444733,-0.3101701345718176,0.3138451976787919,-87.63611015015528,-78.26294158099826,-116.107148375082
121,-0.2494971501735458,-0.3104973240034329,0.3136998214032707,-87.83978275071843,-78.04867814407349,-115.44788253609566
122,-0.24785451052304938,-0.3101165379427087,0.31284389231189796,-87.19998392479481,-77.31224398245642,-118.33342491531252
123,-0.24674640362533193,-0.3090755739708873,0.31225816473088197,-78.69407453484195,-77.51545769256336,-135.01220022103016
124,-0.2455404867149913,-0.30850856136445565,0.3116344790375893,-80.95555801823225,-76.90504184007598,-123.7128751992336
125,-0.24535802100898993,-0.3085607673557771,0.3110684816192564,-82.67538381997316,-76.06063241567574,-115.99633796239418
126,-0.24514536920736027,-0.30797974487136215,0.3108003718715015,-80.25883606754796,-75.97341720360895,-119.71061231109633
127,-0.2451055748090426,-0.3076882269540767,0.31043560857013847,-82.05839588607249,-75.83054898753342,-114.17218027628095
128,-0.2453470996915571,-0.3076325657726811,0.3106107534895908,-76.19239503501753,-76.22838329934639,-128.5415361358643
129,-0.2456686290476534,-0.30830203693140223,0.3107776871646003,-78.36631616134757,-76.67466426689886,-123.577079023225
130,-0.2459978978933095,-0.30865875854625824,0.3107472154800773,-79.81630468166642,-76.66137048214102,-120.88550290425565
131,-0.24618878521278345,-0.30932767977966463,0.3110058143281221,-84.97170422382108,-76.52039466558774,-110.06194321179102
132,-0.24640825278964332,-0.31021417722306266,0.31176373999086926,-83.02517384369482,-77.04951604658565,-114.40489786250617
133,-0.24535577990689492,-0.31023700462252163,0.31159739970931066,-83.06212477781392,-76.94389535322055,-115.9415935952951
134,-0.2443600355209489,-0.3109664878776866,0.3124081639329448,-83.05290883575277,-77.36587007330485,-118.2120725403549
135,-0.24311323215306735,-0.31126545114111165,0.31273685007838187,-84.39804460234261,-76.50603994772084,-114.17792320401534
136,-0.2415724205936911,-0.31115525939029476,0.31288817033886307,-91.78465665204943,-75.56868592386392,-97.69535959887747
137,-0.23871296399699793,-0.3117219414306825,0.3141756774681126,-80.93001677915638,-76.93854320996948,-124.74347157510977
138,-0.23364001771973406,-0.3114768476632251,0.3139809202454641,-75.89808346177617,-76.37010273729673,-140.71739755311947
139,-0.2279334354227407,-0.31283707086802753,0.3153714925015432,-72.00005035753196,-77.63331771401049,-152.51570724866076
140,-0.22213217752635916,-0.31410660169513976,0.3167948820020739,-66.66491224013511,-78.48290772931745,-162.5179634802869
141,-0.21605839098817892,-0.3154650419666514,0.31800934697316313,-73.433387779928,-79.72843944896611,-144.98943368659508
142,-0.20881876250153295,-0.3158571806536193,0.31860947905360115,-70.53889093698992,-79.27128464073338,-150.81677119322353
143,-0.20263367550357425,-0.31636739938988506,0.3187021620725519,-77.14917799712035,-78.52742964636094,-128.47417359483754
144,-0.1962340923276347,-0.317520496341621,0.32019137808436393,-83.63540731232722,-78.74247098862725,-110.18211514772716
145,-0.18998580652075692,-0.31891614470001967,0.32183952457375103,-79.64847819565763,-79.79550613126355,-119.72487627029108
146,-0.18321319582863796,-0.3189779031093016,0.3217311047325633,-80.6275729293881,-78.76882852285948,-111.44340019326812
147,-0.17678809711761082,-0.3197562811239421,0.32372861893436583,-90.37957998976945,-80.03941765461153,-88.71317555004102
148,-0.1717119458416555,-0.3197693612732783,0.3242872020238036,-107.96241170175209,-77.95907185174056,-68.08016582620151
149,-0.16840719897365145,-0.31922266805977917,0.32436518865193215,-111.30802771152705,-77.09931185327592,-64.57570394122301
150,-0.16621980665768651,-0.31836242182796654,0.3250405244271515,-124.82352192296173,-73.20230107693784,-56.58160230450881
151,-0.16445958816129935,-0.31742918695992006,0.3251967010829467,-130.41981515628345,-70.27059489730703,-53.94206854155172
152,-0.16176237529694928,-0.3180253363396545,0.32635962449161493,-132.36363239646025,-70.23986065024947,-52.98122677134754
153,-0.15965015487265055,-0.3187609181748783,0.32701460306693897,-130.2327149902085,-70.06767299473717,-53.452111873896264
154,-0.15761314133297363,-0.3190157604938731,0.3287605093535858,-133.7549665291478,-69.19697277231296,-51.41500950235594
155,-0.1558075184174852,-0.3186930699550869,0.3282874859647776,-131.26200940740767,-67.8534274051629,-52.431263660743866
156,-0.15450256610727456,-0.31865552150984006,0.3285382374700313,-127.9855460427571,-69.82518553023097,-53.46498663423152
157,-0.15250023700632973,-0.3156335397190597,0.32500224529634925,-121.54123738662275,-70.56400810362025,-56.370301122120644
158,-0.1522702683568786,-0.3147779514211872,0.32341793293688,-120.5980732224586,-69.86189985108895,-57.175536450502854
159,-0.152783517996493,-0.3138278026151276,0.32227536377028293,-121.15297292581984,-69.40785520495939,-57.0485029045819
160,-0.15364700981443447,-0.31329931212209505,0.3212675343534395,-119.4677211640799,-69.64705787121783,-58.078658010374156
161,-0.15384291037503148,-0.31272006346778075,0.3202730772465633,-118.06886209944159,-69.35560064391031,-58.94106474584298
162,-0.15414614843301935,-0.31216451141401885,0.31913747251054486,-115.15166698731329,-69.30343925040323,-60.694441393723
163,-0.15544923385911555,-0.31139017709858824,0.31836296138844045,-115.24084584624389,-68.63090751266652,-59.98412636585101
164,-0.15658717598630958,-0.31006432773391035,0.31736232904176137,-107.91261872825106,-69.99356908375633,-62.9974904566787
165,-0.15935316740039152,-0.30952225533514055,0.3175281107667764,-93.83564869766467,-74.54945084835987,-70.83852806593237
166,-0.1644987282900787,-0.30962086644137615,0.3191603693813192,-35.71165363086987,-79.25872204877398,-174.54459062708915
167,-0.17201928274751102,-0.31066283512441456,0.3191129419411838,-34.818577726360864,-78.32840986392529,-173.52216632224582
168,-0.17980012361465444,-0.31290748956385367,0.32042692434064635,-35.62505538573515,-78.59763955008226,-173.39322807286948
169,-0.18550392508817737,-0.3098467714190917,0.31725967454557874,-29.2225676318237,-78.49412697472482,175.9079520080076
170,-0.19344722510898324,-0.310969466014506,0.316929194138802,-32.45365548542889,-78.3974989789725,177.21668420717228
171,-0.19972949014751987,-0.31015401297220163,0.3161618611039139,-35.125144810130784,-79.07573624482244,179.5795391551928
172,-0.2053664369259358,-0.31129784152441026,0.315286465941025,-44.713836662944246,-79.58014779600357,-170.06016291769956
173,-0.2094807799196531,-0.30972318775739516,0.3126042619305635,-48.591540212487914,-80.08151731809879,-166.17433014889573
174,-0.21532190257333897,-0.3098721009774601,0.3123885407704565,-44.12698734309267,-80.58766207179535,-178.58825002812955
175,-0.2198048323458929,-0.3099304025321835,0.31187334210728385,-51.41108706186651,-81.42452841950481,-170.45575051084484
176,-0.22535474191828223,-0.3112288053761679,0.31207946024507305,-52.830083421403465,-81.23626569909045,-170.68820761495152
177,-0.2291608497892177,-0.3108017490611911,0.31162760067285283,-47.738669380891714,-81.05134738513648,178.93404403031943
178,-0.23212922429572827,-0.30892852037529345,0.3093405521882868,-50.624449914345156,-80.60086456092996,-177.1659443348919
179,-0.23299028341944764,-0.3055768006707313,0.3048472514311096,-59.15479111689471,-79.42664104168405,-161.89679383876268
180,-0.2326883985211886,-0.3008767237401126,0.2996623486861855,-64.7522202993588,-78.78633307997163,-150.9976819501563
181,-0.23540551104762852,-0.3009246767966876,0.2998510397224308,-53.52287473668875,-79.3354026666339,-174.7420780187475
182,-0.2383106440716917,-0.29998377291659506,0.29912048076955705,-48.918356809279665,-79.80528428241733,178.54404679707537
183,-0.23916344450215823,-0.29682583263682366,0.29535187259131,-58.73333047221653,-79.281362088176,-166.25629992818182
184,-0.24189920998957037,-0.2964620809041491,0.29536568899902343,-55.22331377420359,-80.00012044631367,-172.56128987942148
185,-0.24288666584840668,-0.2937181575406944,0.29301384924652973,-58.02428886746026,-80.43896735138131,-168.34088973136227
186,-0.24654477113593218,-0.29440338118942383,0.29327535188300097,-52.40870185643106,-80.38468606226355,-177.98420346329968
187,-0.24961970692918692,-0.2942936094821927,0.29352362594971354,-43.94524806599274,-80.63494915434534,170.3711398157526
188,-0.2524487030930688,-0.29348665629772,0.2925113422780363,-46.394989056603244,-81.04080444092445,172.353257106704
189,-0.25603744607293505,-0.29369437500840906,0.2925688991460708,-41.27041731271539,-81.44836212952463,165.94138994258083
190,-0.2602406829286106,-0.29263672544433256,0.29160433212785647,-37.82416002111152,-80.87058960498966,162.7554313990482
191,-0.26459864998848875,-0.29152761900776375,0.29067695882728223,-37.71597734608753,-80.64957744430164,162.1974581290061
192,-0.2695484127316308,-0.29113283816648994,0.2898240978357119,-36.72276728269559,-79.92511070900069,161.180901141833
193,-0.27436869386595936,-0.2906493872208233,0.2890343308183012,-40.31490359432876,-79.59287312031304,162.88515245006747
194,-0.27910078564982427,-0.2903816788942333,0.28879079264366353,-41.604006119535505,-79.97595919190991,163.24729995042864
195,-0.2840774054082063,-0.2904752399987298,0.2888259344776727,-39.79645373145709,-79.63756033369589,161.79667431345746
196,-0.2901673961698978,-0.29133638573109144,0.28901235967119354,-39.67280580627762,-79.15971706489229,160.8842549755816
197,-0.29679804637826673,-0.29304690822882695,0.2901008769424802,-38.47146329440102,-79.18028494395706,159.0538157677783
198,-0.3033246272069734,-0.29357637287079047,0.2906102049755846,-38.137331116818125,-78.70797379219599,158.54858760067086
199,-0.3122559975798153,-0.29705336258951154,0.2931250655199473,-39.276146402942615,-78.20031240609576,158.95493601955982
200,-0.321732627137536,-0.3005248762175564,0.2960476910556517,-40.95471198979723,-78.67999735099028,159.64249783666097
201,-0.7837855888105952,-0.7219960184088482,0.7088660412261056,-42.1014474401967,-78.3820415106217,159.41991797756666
202,-3.7818696518703323,-3.418408834517829,3.3485524493197194,-42.381917131260735,-78.05212902838566,159.51351242976162
203,-3.8687603158356487,-3.4493719582167635,3.378517471317329,-37.756540366062836,-78.16089804689454,156.2264546052679
204,-3.798313110190502,-3.354005382805775,3.2784906284953386,-36.99312629552231,-78.1042230924375,155.16630939998055
205,-2.9289659089552074,-2.5627938998262993,2.5046804538761243,-32.57092280640441,-78.29770969483152,152.64993550147534
206,-1.0641691364130086,-0.9224552217877052,0.9018226606829057,-31.663686135525506,-78.40546127696555,151.9185689020799
207,-5.238087512919138,-4.49332853604161,4.3943869771116235,-30.66531086366239,-78.28019374765383,151.34104299326256
208,-0.35838695555515415,-0.3042716270696819,0.29762286331172744,-25.811445124654284,-77.79741577182051,149.59324217317956
209,-3.3667825186291513,-2.8279658384429367,2.7676239347733085,-23.046048968749645,-77.1934509232867,148.45823792915832
210,-3.6550970940845993,-3.0405276474335885,2.9707313327637155,-23.205019504186208,-77.14447298130955,148.58081959131118
211,-0.5398820256206546,-0.44425566455466914,0.43463088351335294,-20.708127499304823,-75.31665018443155,147.2691888588724
212,-3.888988132412114,-3.167213858360242,3.098979756814439,-20.33144677834287,-74.75216941195738,147.11526321019156
213,-3.7129883244251265,-2.962018036230338,2.8939894659651224,-24.800619077381814,-77.59622236273289,148.68732200966875
214,-0.9271655131976339,-0.7257804329100468,0.7064538267202999,-25.25704728638891,-76.03411061277099,149.01218894937185
215,-0.404292588262168,-0.3098542351492601,0.30168534443975625,-27.050393069064036,-77.24926511722951,149.4203412176816
216,-2.9850308375459265,-2.246474164286609,2.186638999922835,-27.293023982221975,-77.55649691314721,149.32302013772278
217,-1.13607893155996,-0.8385811875190696,0.8138955805643265,-30.30064438669694,-77.38305701025298,150.24281025378528
218,-0.42330211208261437,-0.306708651952113,0.2966368124096836,-32.84272505624991,-77.39515413876856,151.2631695096135
219,-1.1091570879386274,-0.7920714651328248,0.7651493963783302,-33.55238122140438,-77.49591970846524,151.54847796985464
220,-1.1825502369657341,-0.8331853739477841,0.8050390421097652,-31.285548657402625,-76.87544344767447,150.31655365723003
221,-1.1508172943140011,-0.8033179877821776,0.7740478465094024,-30.81773161550248,-75.68677941091201,150.12129167789746
222,-2.8961946764652815,-2.0078393631471365,1.9295970741462287,-29.016763366299326,-73.04496146029662,149.64560212474606
223,-2.8712139765494773,-1.9866771855484586,1.9179401625320176,-24.7699874507424,-70.06457077831155,147.55317755003807
224,-2.1802315543692505,-1.5131883788290093,1.451605143599296,-27.699549205188983,-72.2235878203124,148.49703273025634
225,-1.2148587463064746,-0.8492432306996786,0.8147989798989514,-29.548456952603203,-75.44230105816096,148.96862717861322
226,-1.1452505836428306,-0.807275248172218,0.7756851276304902,-29.98346793420563,-76.20358780845947,148.9884792848738
227,-1.2277140006124811,-0.8773940177050544,0.842258834456071,-28.511539787540393,-76.22327779925757,148.69616837896942
228,-9.485114891134502,-6.873013152931089,6.597570868507162,-29.22081235747599,-76.79973973823465,149.05617884518017
229,-1.3006734110442277,-0.9563278137650423,0.9196432746021665,-30.363016290269,-76.78345930301255,149.5862824257947
230,-1.3112898684136605,-0.9790419602264356,0.9428886733454465,-30.220946415754483,-77.13996630284971,149.6592394022627
231,-1.5728220449881845,-1.193360415257031,1.1550934731443194,-25.764221425552222,-78.04802170056091,148.0852165256633
232,-0.4116901822237238,-0.3154201952796342,0.30605581669166876,-23.755407832733486,-78.04104987290243,147.41605681533105
233,-0.5476625559561947,-0.422568582181061,0.4108881976524093,-23.889198861774528,-77.93149151354407,146.96914693679702
234,-1.8565594289194938,-1.4448270584738936,1.4098395531006582,-23.450092164296276,-78.03506853668708,146.77620840943334
235,-1.1847375536262528,-0.9276708859065312,0.903499558074219,-25.884768453202163,-77.43231264496922,147.6558261381336
236,-1.739338946610686,-1.3667465641989252,1.3319425327454664,-25.93553922938891,-78.06554583268908,148.03405852492733
237,-1.6903853388432346,-1.333836996049272,1.3036088890471447,-22.87753468598407,-78.02045309774087,146.92684569107504
238,-0.7785208837740045,-0.6167767000810569,0.6023894780622473,-24.102751277345646,-78.5753437091475,147.11258272718538
239,-0.6633838810779331,-0.5276729302657811,0.5151571100785716,-27.042619744959026,-77.4616654703085,148.32796309684278
240,-3.935426257495889,-3.1369374438418673,3.0633332980902295,-29.79287024537525,-77.73920396552982,149.51394944732715
241,-3.8981296233207505,-3.116759290315749,3.042850164624341,-29.025267771534693,-77.53070852546277,149.45703800304412
242,-4.157188499629618,-3.346090667223988,3.2585598219854988,-30.259223983514705,-77.4485017865677,150.0842830013319
243,-4.157971243348072,-3.365822838045606,3.2836912275958485,-28.43479231968512,-77.599863924746,149.34828336869322
244,-3.930843783921151,-3.2027834138743714,3.122990435512058,-27.685457720374806,-77.46002935733563,148.923844670685
245,-3.560116695412652,-2.921287605544356,2.85060930120081,-28.211855841444102,-77.83439785827238,149.10146927711347
246,-3.572948639280195,-2.9570407748857988,2.883472299466669,-28.99399139417368,-77.20678123148107,149.9237029591642
247,-2.0446997897304366,-1.718595356588695,1.6755470946042117,-30.55148814498353,-77.37978369472859,150.6191376517173
248,-0.4655986888029526,-0.3997073685079699,0.3895326710969041,-31.659248590680892,-78.41833212487067,150.98813808079748
249,-4.029664544762354,-3.531304380102568,3.4369974905308514,-37.395796603071524,-79.13348739242765,153.489909823339
250,-3.8928103176508224,-3.4905916631239484,3.401231654012305,-39.72115653459589,-78.42620686792316,155.5631123274983
251,-0.9165741897338675,-0.8435670263193557,0.8245534227842874,-36.286274048820175,-78.38279621788656,154.61349068554688
252,-0.34709141361524615,-0.32883828809095256,0.3214496633389288,-38.49408942052898,-78.47154881765968,156.01289281980235
253,-0.3046535891069751,-0.29555106909536333,0.2895999805754122,-39.929960975729735,-78.61569882604063,157.59681558278052
254,-0.2969945285544424,-0.29397267961460244,0.2890942709876099,-43.456336484632516,-78.30901545641804,160.7394673663459
255,-0.2883956264391405,-0.2937010055160186,0.2891135642630978,-42.47209443493973,-78.84964240701865,160.3369982061644
256,-0.2801220518694482,-0.29275023997682414,0.28858199801214046,-43.83196248067659,-78.7960431425272,162.51237747813704
257,-0.27159008036865573,-0.2927544074113832,0.28872930300052785,-38.82764839862657,-79.02056843556097,159.58206502478387
258,-0.2632333725208424,-0.29146551274232496,0.2885183126990489,-40.54883085268425,-79.52409788966945,162.6661423187501
259,-0.2557101926021714,-0.2912351412352124,0.28944037724574817,-40.089463723393386,-80.9269497656615,163.7100683491059
260,-0.24849325669240552,-0.29024313611693037,0.2894293459563291,-43.48206595645276,-81.14838165959321,168.40077373555266
261,-0.242938126215955,-0.28932045986225075,0.28984088358399646,-38.30242060785212,-81.2429276335566,166.08531448647906
262,-0.23781516329442862,-0.2887877096869778,0.28963186308613414,-41.94074300908686,-81.02374014044535,170.11612790745073
